epoch,step,train_loss
0,49,5.432255744934082
1,99,8.010719299316406
2,149,10.323559761047363
3,199,7.919219970703125
4,249,6.100647926330566
5,299,6.484504222869873
6,349,8.392951011657715
7,399,4.113967418670654
8,449,7.108373641967773
9,499,5.26224422454834
10,549,11.836071968078613
11,599,7.891465663909912
12,649,2.7516136169433594
13,699,6.981114387512207
14,749,5.083064556121826
15,799,5.486385345458984
16,849,4.705521583557129
17,899,4.492204666137695
18,949,8.187987327575684
19,999,4.824159622192383
20,1049,5.940794467926025
21,1099,5.664902210235596
22,1149,5.581174373626709
23,1199,5.5674662590026855
24,1249,6.693366527557373
25,1299,7.237462043762207
26,1349,2.549135684967041
27,1399,3.571110963821411
28,1449,3.038175344467163
29,1499,4.621096134185791
30,1549,6.072843551635742
31,1599,3.9859423637390137
32,1649,4.219165325164795
33,1699,2.4208505153656006
34,1749,3.070206880569458
35,1799,1.9293498992919922
36,1849,2.5529494285583496
37,1899,3.215489387512207
38,1949,4.31411075592041
39,1999,3.6196064949035645
40,2049,3.2219483852386475
41,2099,4.147213459014893
42,2149,4.45802640914917
43,2199,2.004429578781128
44,2249,3.308363199234009
45,2299,2.0424673557281494
46,2349,3.265887975692749
47,2399,3.620567798614502
48,2449,2.3520238399505615
49,2499,3.844306468963623
50,2549,2.434536933898926
51,2599,2.964901924133301
52,2649,2.474120616912842
53,2699,3.04439115524292
54,2749,2.9247875213623047
55,2799,4.60117244720459
56,2849,2.613245725631714
57,2899,1.599206805229187
58,2949,2.9003686904907227
59,2999,3.505046844482422
60,3049,2.671992063522339
61,3099,1.390250563621521
62,3149,2.276097297668457
63,3199,3.1625425815582275
64,3249,2.8184940814971924
65,3299,2.7331435680389404
66,3349,1.8732131719589233
67,3399,1.486791968345642
68,3449,3.000983715057373
69,3499,1.894706130027771
70,3549,1.9561741352081299
71,3599,2.7148613929748535
72,3649,1.759844183921814
73,3699,1.9893003702163696
74,3749,1.8628579378128052
75,3799,1.8265929222106934
76,3849,1.7436602115631104
77,3899,2.1464474201202393
78,3949,3.0919597148895264
79,3999,2.9696123600006104
80,4049,1.102510929107666
81,4099,1.868275761604309
82,4149,0.9369663596153259
83,4199,1.092876672744751
84,4249,1.527667760848999
85,4299,0.9604616165161133
86,4349,1.68062424659729
87,4399,1.909914255142212
88,4449,0.8733269572257996
89,4499,0.9731675386428833
90,4549,1.7872045040130615
91,4599,1.2194916009902954
92,4649,1.1045407056808472
93,4699,1.2161985635757446
94,4749,0.6800305843353271
95,4799,0.9364478588104248
96,4849,0.9024531245231628
97,4899,1.150057077407837
98,4949,1.0167597532272339
99,4999,0.9239766597747803
100,5049,0.7822271585464478
101,5099,0.7215726375579834
102,5149,0.8660154342651367
103,5199,0.8882209062576294
104,5249,0.9080213904380798
105,5299,0.6929599642753601
106,5349,0.7489764094352722
107,5399,0.784318208694458
108,5449,0.7217171788215637
109,5499,0.6253963112831116
110,5549,0.6554847359657288
111,5599,0.6150900721549988
112,5649,0.6898081302642822
113,5699,0.7814088463783264
114,5749,0.6552361845970154
115,5799,0.6043458580970764
116,5849,0.6289095282554626
117,5899,0.42082735896110535
118,5949,0.7226507663726807
119,5999,0.49703776836395264
120,6049,0.6109297275543213
121,6099,0.8915899395942688
122,6149,0.464069664478302
123,6199,0.5101609826087952
124,6249,0.4560658633708954
125,6299,0.46257516741752625
126,6349,0.47191134095191956
127,6399,0.3958248794078827
128,6449,0.3790965974330902
129,6499,0.475065678358078
130,6549,0.48629286885261536
131,6599,0.41317251324653625
132,6649,0.3824237883090973
133,6699,0.44233497977256775
134,6749,0.4273001253604889
135,6799,0.4580788314342499
136,6849,0.3019484877586365
137,6899,0.4072519540786743
138,6949,0.38434576988220215
139,6999,0.3824637532234192
140,7049,0.4780679941177368
141,7099,0.40976133942604065
142,7149,0.4082024395465851
143,7199,0.31196922063827515
144,7249,0.35708847641944885
145,7299,0.32497841119766235
146,7349,0.34246498346328735
147,7399,0.35207903385162354
148,7449,0.3289984166622162
149,7499,0.2850382626056671
150,7549,0.4045768678188324
151,7599,0.3103038966655731
152,7649,0.28884777426719666
153,7699,0.2694986164569855
154,7749,0.2733766734600067
155,7799,0.399320125579834
156,7849,0.28476476669311523
157,7899,0.2448594570159912
158,7949,0.28708595037460327
159,7999,0.35710662603378296
160,8049,0.31929147243499756
161,8099,0.24124009907245636
162,8149,0.22814048826694489
163,8199,0.2339807003736496
164,8249,0.29663917422294617
165,8299,0.24398908019065857
166,8349,0.2224280685186386
167,8399,0.2775842547416687
168,8449,0.2531511187553406
169,8499,0.32760798931121826
170,8549,0.1975421905517578
171,8599,0.21175701916217804
172,8649,0.1848498433828354
173,8699,0.21859854459762573
174,8749,0.1533845216035843
175,8799,0.28137362003326416
176,8849,0.2519547641277313
177,8899,0.17923514544963837
178,8949,0.22290413081645966
179,8999,0.23438972234725952
180,9049,0.2157641500234604
181,9099,0.24230729043483734
182,9149,0.23476876318454742
183,9199,0.23545920848846436
184,9249,0.19900617003440857
185,9299,0.19069720804691315
186,9349,0.19677136838436127
187,9399,0.22337745130062103
188,9449,0.2424941211938858
189,9499,0.1795250028371811
190,9549,0.21883249282836914
191,9599,0.18374276161193848
192,9649,0.1686420738697052
193,9699,0.17206405103206635
194,9749,0.16722646355628967
195,9799,0.14720389246940613
196,9849,0.1808265894651413
197,9899,0.1982765942811966
198,9949,0.15662038326263428
199,9999,0.1533217430114746
200,10049,0.15207935869693756
201,10099,0.14766882359981537
202,10149,0.17394787073135376
203,10199,0.17179709672927856
204,10249,0.1577058583498001
205,10299,0.22319385409355164
206,10349,0.16829417645931244
207,10399,0.18057136237621307
208,10449,0.18659831583499908
209,10499,0.1531306654214859
210,10549,0.16779634356498718
211,10599,0.15902647376060486
212,10649,0.16344855725765228
213,10699,0.1465488076210022
214,10749,0.13599173724651337
215,10799,0.14731523394584656
216,10849,0.16811706125736237
217,10899,0.16351352632045746
218,10949,0.19185546040534973
219,10999,0.15597888827323914
220,11049,0.14662393927574158
221,11099,0.16137881577014923
222,11149,0.16926799714565277
223,11199,0.14405201375484467
224,11249,0.14729556441307068
225,11299,0.14073388278484344
226,11349,0.15313924849033356
227,11399,0.1332877278327942
228,11449,0.14050912857055664
229,11499,0.12211448699235916
230,11549,0.13373200595378876
231,11599,0.14612703025341034
232,11649,0.13540686666965485
233,11699,0.15768630802631378
234,11749,0.14753775298595428
235,11799,0.1281081587076187
236,11849,0.17610764503479004
237,11899,0.1330089420080185
238,11949,0.11168746650218964
239,11999,0.1663670688867569
240,12049,0.15717165172100067
241,12099,0.1539502739906311
242,12149,0.12980705499649048
243,12199,0.1422296017408371
244,12249,0.1394953727722168
245,12299,0.12177028506994247
246,12349,0.1300070434808731
247,12399,0.10056241601705551
248,12449,0.14790593087673187
249,12499,0.12720680236816406
250,12549,0.11912725120782852
251,12599,0.12586824595928192
252,12649,0.13559573888778687
253,12699,0.1280343234539032
254,12749,0.12324406951665878
255,12799,0.12045256048440933
256,12849,0.12460242956876755
257,12899,0.10974404960870743
258,12949,0.11247988790273666
259,12999,0.10939974337816238
260,13049,0.11967229843139648
261,13099,0.14132677018642426
262,13149,0.14814111590385437
263,13199,0.0992264375090599
264,13249,0.09627164900302887
265,13299,0.1057068258523941
266,13349,0.13471457362174988
267,13399,0.1269708275794983
268,13449,0.10316059738397598
269,13499,0.15413831174373627
270,13549,0.1144947037100792
271,13599,0.12070304900407791
272,13649,0.12156790494918823
273,13699,0.09874299168586731
274,13749,0.12045001983642578
275,13799,0.12156952917575836
276,13849,0.12510856986045837
277,13899,0.11580619215965271
278,13949,0.09624789655208588
279,13999,0.11334659904241562
280,14049,0.11717984825372696
281,14099,0.07864846289157867
282,14149,0.11639843881130219
283,14199,0.10992289334535599
284,14249,0.10700097680091858
285,14299,0.10930664092302322
286,14349,0.07254080474376678
287,14399,0.11678676307201385
288,14449,0.11453660577535629
289,14499,0.11079127341508865
290,14549,0.09490440785884857
291,14599,0.08282338827848434
292,14649,0.1060917004942894
293,14699,0.09233542531728745
294,14749,0.11396259069442749
295,14799,0.10900948941707611
296,14849,0.10754081606864929
297,14899,0.11944090574979782
298,14949,0.1198931485414505
299,14999,0.10359673947095871
300,15049,0.09557052701711655
