epoch,loss_epoch,loss_step,step
90,0.6287888884544373,,7188
91,,0.45291128754615784,7199
91,,0.5531519651412964,7249
91,0.6079639196395874,,7267
92,,0.5985192060470581,7299
92,0.5795344710350037,,7346
93,,0.5845617055892944,7349
93,,0.6693612337112427,7399
93,0.567894697189331,,7425
94,,0.5626333355903625,7449
94,,0.6629965305328369,7499
94,0.550407350063324,,7504
95,,0.39597541093826294,7549
95,0.5297534465789795,,7583
96,,0.4065772294998169,7599
96,,0.43985480070114136,7649
96,0.5180172920227051,,7662
97,,0.5017936825752258,7699
97,0.4982578158378601,,7741
98,,0.48533540964126587,7749
98,,0.5544353127479553,7799
98,0.4859076738357544,,7820
99,,0.4554988741874695,7849
99,,0.45527714490890503,7899
99,0.4779090881347656,,7899
100,,1.0497889518737793,7949
100,1.10634183883667,,7978
101,,0.5633880496025085,7999
101,,0.8833780288696289,8049
101,0.7872592210769653,,8057
102,,0.6438722014427185,8099
102,0.7015529274940491,,8136
103,,0.5150972008705139,8149
103,,0.515558123588562,8199
103,0.6362518072128296,,8215
104,,0.5538208484649658,8249
104,0.601875901222229,,8294
105,,0.6594244241714478,8299
105,,0.48975586891174316,8349
105,0.567932665348053,,8373
106,,0.6401964426040649,8399
106,,0.5751280188560486,8449
106,0.5433159470558167,,8452
107,,0.7281229496002197,8499
107,0.5220556855201721,,8531
108,,0.34977930784225464,8549
108,,0.6496589779853821,8599
108,0.4947340786457062,,8610
109,,0.5612688660621643,8649
109,0.47815489768981934,,8689
110,,0.5269717574119568,8699
110,,0.6488077640533447,8749
110,0.4609379768371582,,8768
111,,0.44422847032546997,8799
111,0.4468112289905548,,8847
112,,0.3134360611438751,8849
112,,0.30180954933166504,8899
112,0.4303615093231201,,8926
113,,0.3895912170410156,8949
113,,0.4199427664279938,8999
113,0.4208787679672241,,9005
114,,0.2512144148349762,9049
114,0.4073208272457123,,9084
115,,0.4026070535182953,9099
115,,0.39973077178001404,9149
115,0.39921391010284424,,9163
116,,0.39534640312194824,9199
116,0.3880053162574768,,9242
117,,0.34066081047058105,9249
117,,0.3839704394340515,9299
117,0.37854862213134766,,9321
118,,0.2647758722305298,9349
118,,0.3477585017681122,9399
118,0.3665640652179718,,9400
119,,0.35390567779541016,9449
119,0.3622448146343231,,9479
120,,0.9161701202392578,9499
120,,0.593748927116394,9549
120,0.7811422348022461,,9558
121,,0.5295931100845337,9599
121,0.5512502193450928,,9637
122,,0.41466978192329407,9649
122,,0.40104424953460693,9699
122,0.4862588346004486,,9716
123,,0.4835050106048584,9749
123,0.4529813826084137,,9795
124,,0.3650357127189636,9799
124,,0.36576172709465027,9849
124,0.418427973985672,,9874
125,,0.5860331654548645,9899
125,,0.42524051666259766,9949
125,0.39933374524116516,,9953
126,,0.3071475028991699,9999
126,0.380942702293396,,10032
127,,0.4759528636932373,10049
127,,0.36650168895721436,10099
127,0.3628486096858978,,10111
128,,0.3172456622123718,10149
128,0.3477665185928345,,10190
129,,0.3194478154182434,10199
129,,0.30127352476119995,10249
129,0.3397887647151947,,10269
130,,0.1905839443206787,10299
130,0.32496917247772217,,10348
131,,0.32701224088668823,10349
131,,0.3383953273296356,10399
131,0.3195365369319916,,10427
132,,0.2799840569496155,10449
132,,0.317837655544281,10499
132,0.3067264258861542,,10506
133,,0.3915042281150818,10549
133,0.2978889048099518,,10585
134,,0.2856478691101074,10599
134,,0.3526814877986908,10649
134,0.29483169317245483,,10664
135,,0.3083454966545105,10699
135,0.28473734855651855,,10743
136,,0.21778133511543274,10749
136,,0.3857528567314148,10799
136,0.2753320634365082,,10822
137,,0.2545279264450073,10849
137,,0.22368818521499634,10899
137,0.27042436599731445,,10901
138,,0.24170327186584473,10949
138,0.265430212020874,,10980
139,,0.21531140804290771,10999
139,,0.2475491464138031,11049
139,0.2575511038303375,,11059
140,,0.3379772901535034,11099
140,0.49656665325164795,,11138
141,,0.31979358196258545,11149
141,,0.31169602274894714,11199
141,0.3584776520729065,,11217
142,,0.368255078792572,11249
142,0.3195362687110901,,11296
143,,0.37678036093711853,11299
143,,0.26364392042160034,11349
143,0.29730620980262756,,11375
144,,0.29848843812942505,11399
144,,0.266264408826828,11449
144,0.2820311188697815,,11454
145,,0.2232344150543213,11499
145,0.27129605412483215,,11533
146,,0.24787282943725586,11549
146,,0.25138041377067566,11599
146,0.260120153427124,,11612
147,,0.2422299087047577,11649
147,0.2495272010564804,,11691
148,,0.2985202372074127,11699
148,,0.20505952835083008,11749
148,0.23953405022621155,,11770
149,,0.21288232505321503,11799
149,,0.23143944144248962,11849
149,0.23103652894496918,,11849
150,,0.20020809769630432,11899
150,0.2274332046508789,,11928
151,,0.19963887333869934,11949
151,,0.24089546501636505,11999
151,0.2196398377418518,,12007
152,,0.19003941118717194,12049
152,0.21597954630851746,,12086
153,,0.1989079713821411,12099
153,,0.2810137867927551,12149
153,0.2085118144750595,,12165
154,,0.25654613971710205,12199
154,0.20262250304222107,,12244
155,,0.2395441234111786,12249
155,,0.13399246335029602,12299
155,0.19877889752388,,12323
156,,0.19741588830947876,12349
156,,0.2436235249042511,12399
156,0.19093623757362366,,12402
157,,0.1750892847776413,12449
157,0.19239792227745056,,12481
158,,0.15269528329372406,12499
158,,0.14423641562461853,12549
158,0.18579111993312836,,12560
159,,0.19591283798217773,12599
159,0.18302886188030243,,12639
160,,0.33575254678726196,12649
160,,0.1414787769317627,12699
160,0.3238323926925659,,12718
161,,0.2976299822330475,12749
161,0.24823561310768127,,12797
162,,0.1727719008922577,12799
162,,0.2658374309539795,12849
162,0.2254761904478073,,12876
163,,0.26471173763275146,12899
163,,0.20725756883621216,12949
163,0.20997799932956696,,12955
164,,0.21579669415950775,12999
164,0.20077282190322876,,13034
165,,0.20039737224578857,13049
165,,0.23328816890716553,13099
165,0.1989680826663971,,13113
166,,0.24504303932189941,13149
166,0.18968260288238525,,13192
167,,0.21106979250907898,13199
167,,0.17022843658924103,13249
167,0.18359236419200897,,13271
168,,0.16995488107204437,13299
168,,0.13692741096019745,13349
168,0.17855410277843475,,13350
169,,0.19425003230571747,13399
169,0.17068108916282654,,13429
170,,0.1499287337064743,13449
170,,0.14819300174713135,13499
170,0.1698436439037323,,13508
171,,0.16442996263504028,13549
171,0.16288402676582336,,13587
172,,0.15914437174797058,13599
172,,0.20670264959335327,13649
172,0.16172932088375092,,13666
173,,0.13552841544151306,13699
173,0.15432898700237274,,13745
174,,0.11911049485206604,13749
174,,0.12423431873321533,13799
174,0.14961491525173187,,13824
175,,0.1112380251288414,13849
175,,0.23158182203769684,13899
175,0.1455327272415161,,13903
176,,0.159640371799469,13949
176,0.14645490050315857,,13982
177,,0.12487636506557465,13999
177,,0.17284737527370453,14049
177,0.1434771865606308,,14061
178,,0.11711394786834717,14099
178,0.14151118695735931,,14140
179,,0.1657218039035797,14149
179,,0.14349494874477386,14199
179,0.1401369869709015,,14219
180,,0.23630712926387787,14249
180,0.23214174807071686,,14298
181,,0.16967672109603882,14299
181,,0.17273575067520142,14349
181,0.18597401678562164,,14377
182,,0.1717427372932434,14399
182,,0.19076448678970337,14449
182,0.16738511621952057,,14456
183,,0.11199572682380676,14499
183,0.15795017778873444,,14535
184,,0.14465594291687012,14549
184,,0.13539357483386993,14599
184,0.15108875930309296,,14614
185,,0.1524626910686493,14649
185,0.14739787578582764,,14693
186,,0.11662279069423676,14699
186,,0.13045401871204376,14749
186,0.13976742327213287,,14772
187,,0.1727619171142578,14799
187,,0.1445087045431137,14849
187,0.13842277228832245,,14851
188,,0.11649101972579956,14899
188,0.1329829841852188,,14930
189,,0.10173705965280533,14949
189,,0.12097115069627762,14999
189,0.1286541074514389,,15009
190,,0.10659851133823395,15049
190,0.12850064039230347,,15088
191,,0.1333112269639969,15099
191,,0.09561318904161453,15149
191,0.12629388272762299,,15167
192,,0.0684610977768898,15199
192,0.12500254809856415,,15246
193,,0.08266982436180115,15249
193,,0.10326975584030151,15299
193,0.12049776315689087,,15325
194,,0.14917035400867462,15349
194,,0.15969695150852203,15399
194,0.12021271884441376,,15404
195,,0.14529693126678467,15449
195,0.1157752200961113,,15483
196,,0.10925549268722534,15499
196,,0.12613248825073242,15549
196,0.11389259248971939,,15562
197,,0.1251777708530426,15599
197,0.1129515990614891,,15641
198,,0.10321356356143951,15649
198,,0.14938223361968994,15699
198,0.11237592995166779,,15720
199,,0.10942935943603516,15749
199,,0.14380376040935516,15799
199,0.10853657126426697,,15799
200,,0.15967552363872528,15849
200,0.1795009821653366,,15878
201,,0.17904555797576904,15899
201,,0.19946831464767456,15949
201,0.14967601001262665,,15957
202,,0.13930010795593262,15999
202,0.13602395355701447,,16036
203,,0.1395508348941803,16049
203,,0.15456731617450714,16099
203,0.12620918452739716,,16115
204,,0.13211822509765625,16149
204,0.12209576368331909,,16194
205,,0.09478345513343811,16199
205,,0.12487031519412994,16249
205,0.11591786891222,,16273
206,,0.08939781785011292,16299
206,,0.09818089753389359,16349
206,0.11428946256637573,,16352
207,,0.1323239505290985,16399
207,0.10691078007221222,,16431
208,,0.08984724432229996,16449
208,,0.11605817079544067,16499
208,0.10752902925014496,,16510
209,,0.10662004351615906,16549
209,0.10700555145740509,,16589
210,,0.09585694223642349,16599
210,,0.12436258047819138,16649
210,0.10359229892492294,,16668
211,,0.11760065704584122,16699
211,0.09840761870145798,,16747
212,,0.08213043212890625,16749
212,,0.1107664629817009,16799
212,0.10220886021852493,,16826
213,,0.07541476935148239,16849
213,,0.12451698631048203,16899
213,0.0962766706943512,,16905
214,,0.10435730218887329,16949
214,0.09450067579746246,,16984
215,,0.08039069175720215,16999
215,,0.08916281908750534,17049
215,0.09194792062044144,,17063
216,,0.08618319034576416,17099
216,0.08975984156131744,,17142
217,,0.07596487551927567,17149
217,,0.09455707669258118,17199
217,0.08795654028654099,,17221
218,,0.08927345275878906,17249
218,,0.10116978734731674,17299
218,0.08741823583841324,,17300
219,,0.10759750753641129,17349
219,0.08819956332445145,,17379
220,,0.1642547845840454,17399
220,,0.15872475504875183,17449
220,0.14413748681545258,,17458
221,,0.08331681787967682,17499
221,0.11844805628061295,,17537
222,,0.12750020623207092,17549
222,,0.10589542984962463,17599
222,0.10651390254497528,,17616
223,,0.11920896172523499,17649
223,0.10357897728681564,,17695
224,,0.10173969715833664,17699
224,,0.10387765616178513,17749
224,0.09787188470363617,,17774
225,,0.07984279096126556,17799
225,,0.06759326159954071,17849
225,0.0965152457356453,,17853
226,,0.13956022262573242,17899
226,0.0932898297905922,,17932
227,,0.08444039523601532,17949
227,,0.08557776361703873,17999
227,0.09093517810106277,,18011
228,,0.12970596551895142,18049
228,0.08945409208536148,,18090
229,,0.07109971344470978,18099
229,,0.1210731565952301,18149
229,0.08533774316310883,,18169
230,,0.06895425170660019,18199
230,0.08614256232976913,,18248
231,,0.060590241104364395,18249
231,,0.09882894158363342,18299
231,0.08517805486917496,,18327
232,,0.06778185069561005,18349
232,,0.08898386359214783,18399
232,0.08460522443056107,,18406
233,,0.09412437677383423,18449
233,0.08129715174436569,,18485
234,,0.07752601057291031,18499
234,,0.09692423790693283,18549
234,0.08090819418430328,,18564
235,,0.09121504426002502,18599
235,0.08083125203847885,,18643
236,,0.06122301146388054,18649
236,,0.08557325601577759,18699
236,0.07730352133512497,,18722
237,,0.07208536565303802,18749
237,,0.08512420952320099,18799
237,0.07933282107114792,,18801
238,,0.06885843724012375,18849
238,0.07580503821372986,,18880
239,,0.0763397365808487,18899
239,,0.0633661225438118,18949
239,0.07367275655269623,,18959
240,,0.13236738741397858,18999
240,0.1176551878452301,,19038
241,,0.0769209936261177,19049
241,,0.11700621992349625,19099
241,0.10078716278076172,,19117
242,,0.09593983739614487,19149
242,0.09467534720897675,,19196
243,,0.11673860251903534,19199
243,,0.09529522806406021,19249
243,0.09160484373569489,,19275
244,,0.08266631513834,19299
244,,0.11080523580312729,19349
244,0.09027876704931259,,19354
245,,0.07561545073986053,19399
245,0.08467564731836319,,19433
246,,0.09716270864009857,19449
246,,0.08755464851856232,19499
246,0.08187584578990936,,19512
247,,0.058449722826480865,19549
247,0.07863929122686386,,19591
248,,0.06791819632053375,19599
248,,0.07455512881278992,19649
248,0.07625064998865128,,19670
249,,0.07672093063592911,19699
249,,0.1529635190963745,19749
249,0.07472635060548782,,19749
250,,0.07026861608028412,19799
250,0.07652689516544342,,19828
251,,0.06717376410961151,19849
251,,0.09704090654850006,19899
251,0.07507011294364929,,19907
252,,0.06480589509010315,19949
252,0.07416263222694397,,19986
253,,0.08328050374984741,19999
253,,0.05735667049884796,20049
253,0.07026577740907669,,20065
254,,0.07224850356578827,20099
254,0.06974872946739197,,20144
255,,0.04900079965591431,20149
255,,0.09450113028287888,20199
255,0.06921856105327606,,20223
256,,0.059775494039058685,20249
256,,0.0819435566663742,20299
256,0.06689866632223129,,20302
257,,0.07554201781749725,20349
257,0.06843054294586182,,20381
258,,0.05396976321935654,20399
258,,0.07805212587118149,20449
258,0.0666990876197815,,20460
259,,0.07732855528593063,20499
259,0.06709154695272446,,20539
260,,0.12520861625671387,20549
260,,0.09749191999435425,20599
260,0.10742395371198654,,20618
261,,0.08053824305534363,20649
261,0.08950922638177872,,20697
262,,0.08743681013584137,20699
262,,0.07483042776584625,20749
262,0.0863124281167984,,20776
263,,0.07871886342763901,20799
263,,0.0783829540014267,20849
263,0.08331187069416046,,20855
264,,0.07922868430614471,20899
264,0.07653748244047165,,20934
265,,0.050134528428316116,20949
265,,0.06410074234008789,20999
265,0.07472018152475357,,21013
266,,0.051211319863796234,21049
266,0.07420381158590317,,21092
267,,0.0949326902627945,21099
267,,0.08921507745981216,21149
267,0.0737939104437828,,21171
268,,0.06352837383747101,21199
268,,0.09307128190994263,21249
268,0.071018747985363,,21250
269,,0.05408887192606926,21299
269,0.06700985878705978,,21329
270,,0.05369528755545616,21349
270,,0.06712614744901657,21399
270,0.06709253787994385,,21408
271,,0.09135935455560684,21449
271,0.06525550037622452,,21487
272,,0.08418354392051697,21499
272,,0.07261738181114197,21549
272,0.06672543287277222,,21566
273,,0.07783752679824829,21599
273,0.0653916746377945,,21645
274,,0.06283996999263763,21649
274,,0.06479936838150024,21699
274,0.06188470497727394,,21724
275,,0.07349821925163269,21749
275,,0.06775227934122086,21799
275,0.06099680811166763,,21803
276,,0.0863298773765564,21849
276,0.061684612184762955,,21882
277,,0.052143145352602005,21899
277,,0.07127749919891357,21949
277,0.060139983892440796,,21961
278,,0.062389131635427475,21999
278,0.06102558597922325,,22040
279,,0.05758685991168022,22049
279,,0.06541907042264938,22099
279,0.059946589171886444,,22119
280,,0.11565446108579636,22149
280,0.1000315248966217,,22198
281,,0.07294349372386932,22199
281,,0.06853587925434113,22249
281,0.08571691066026688,,22277
282,,0.08522070944309235,22299
282,,0.08159515261650085,22349
282,0.07782775163650513,,22356
283,,0.08286347985267639,22399
283,0.07330619543790817,,22435
284,,0.06472741067409515,22449
284,,0.08082227408885956,22499
284,0.07141585648059845,,22514
285,,0.04979623854160309,22549
285,0.06615915894508362,,22593
286,,0.07938285171985626,22599
286,,0.07461147755384445,22649
286,0.06537719070911407,,22672
287,,0.06102237105369568,22699
287,,0.07617150992155075,22749
287,0.0631883293390274,,22751
288,,0.05104074999690056,22799
288,0.06117112562060356,,22830
289,,0.07024562358856201,22849
289,,0.073367178440094,22899
289,0.06014556810259819,,22909
290,,0.06812015175819397,22949
290,0.06027542054653168,,22988
291,,0.06638103723526001,22999
291,,0.06235452741384506,23049
291,0.06026771292090416,,23067
292,,0.058055270463228226,23099
292,0.05913674458861351,,23146
293,,0.06419417262077332,23149
293,,0.05458548665046692,23199
293,0.057764939963817596,,23225
294,,0.0579710453748703,23249
294,,0.06529027223587036,23299
294,0.05791806802153587,,23304
295,,0.05576608330011368,23349
295,0.05787255987524986,,23383
296,,0.04686231166124344,23399
296,,0.0694018006324768,23449
296,0.05531913414597511,,23462
297,,0.04304376617074013,23499
297,0.054658520966768265,,23541
298,,0.07549604773521423,23549
298,,0.05188637226819992,23599
298,0.055001698434352875,,23620
299,,0.0561242513358593,23649
299,,0.05892912298440933,23699
299,0.05728820338845253,,23699
300,,0.07678250968456268,23749
300,0.09485995024442673,,23778
301,,0.07146710157394409,23799
301,,0.09943611919879913,23849
301,0.07687678188085556,,23857
302,,0.06871791183948517,23899
302,0.07249771058559418,,23936
303,,0.05953128635883331,23949
303,,0.08448368310928345,23999
303,0.06992506235837936,,24015
304,,0.06259965151548386,24049
304,0.06590286642313004,,24094
305,,0.06322994083166122,24099
305,,0.05242448300123215,24149
305,0.06402169913053513,,24173
306,,0.06207463890314102,24199
306,,0.04774460941553116,24249
306,0.06447941809892654,,24252
307,,0.04158534109592438,24299
307,0.06048870086669922,,24331
308,,0.04707632586359978,24349
308,,0.07423853129148483,24399
308,0.05833878740668297,,24410
309,,0.05262194201350212,24449
309,0.0572819821536541,,24489
310,,0.05867975950241089,24499
310,,0.04703675955533981,24549
310,0.055222272872924805,,24568
311,,0.05031542479991913,24599
311,0.05648915842175484,,24647
312,,0.04402296245098114,24649
312,,0.06100902333855629,24699
312,0.05405189096927643,,24726
313,,0.046849530190229416,24749
313,,0.053894005715847015,24799
313,0.05347958207130432,,24805
314,,0.056909553706645966,24849
314,0.054885100573301315,,24884
315,,0.04098977893590927,24899
315,,0.05178135633468628,24949
315,0.0522378645837307,,24963
316,,0.06171351671218872,24999
316,0.05336546152830124,,25042
317,,0.04190630465745926,25049
317,,0.05262250453233719,25099
317,0.05265037342905998,,25121
318,,0.05133078619837761,25149
318,,0.05339019373059273,25199
318,0.05300738662481308,,25200
319,,0.05332431197166443,25249
319,0.05178390443325043,,25279
320,,0.07974953949451447,25299
320,,0.08070003986358643,25349
320,0.0878276601433754,,25358
321,,0.0636456236243248,25399
321,0.07700372487306595,,25437
322,,0.062314555048942566,25449
322,,0.0825846865773201,25499
322,0.07097963988780975,,25516
323,,0.05528578907251358,25549
323,0.06575494259595871,,25595
324,,0.07096196711063385,25599
324,,0.06106485798954964,25649
324,0.0635707676410675,,25674
325,,0.060444753617048264,25699
325,,0.08129646629095078,25749
325,0.06056945025920868,,25753
326,,0.051037710160017014,25799
326,0.05929369479417801,,25832
327,,0.07298918068408966,25849
327,,0.053210996091365814,25899
327,0.06335332244634628,,25911
328,,0.051763683557510376,25949
328,0.05885830149054527,,25990
329,,0.07312172651290894,25999
329,,0.05765371024608612,26049
329,0.05788130313158035,,26069
330,,0.0633840262889862,26099
330,0.05670464038848877,,26148
331,,0.04744294285774231,26149
331,,0.06948336213827133,26199
331,0.055024828761816025,,26227
332,,0.038216423243284225,26249
332,,0.05374443531036377,26299
332,0.05246592313051224,,26306
333,,0.0692438930273056,26349
333,0.05432781204581261,,26385
334,,0.043064966797828674,26399
334,,0.0519372932612896,26449
334,0.05123498663306236,,26464
335,,0.04242504760622978,26499
335,0.051156751811504364,,26543
336,,0.06002141535282135,26549
336,,0.04996494948863983,26599
336,0.0504361093044281,,26622
337,,0.051107414066791534,26649
337,,0.07007621228694916,26699
337,0.05021059140563011,,26701
338,,0.054911691695451736,26749
338,0.04808573052287102,,26780
339,,0.03846342861652374,26799
339,,0.05400471389293671,26849
339,0.04917481541633606,,26859
340,,0.07665762305259705,26899
340,0.08732785284519196,,26938
341,,0.0789826288819313,26949
341,,0.11942385137081146,26999
341,0.07475496828556061,,27017
342,,0.05698750168085098,27049
342,0.06657063215970993,,27096
343,,0.06761646270751953,27099
343,,0.05988490581512451,27149
343,0.06394840776920319,,27175
344,,0.054234616458415985,27199
344,,0.05520528554916382,27249
344,0.060801658779382706,,27254
345,,0.06125231087207794,27299
345,0.058433037251234055,,27333
346,,0.05602981522679329,27349
346,,0.07485727220773697,27399
346,0.0563754104077816,,27412
347,,0.06105230376124382,27449
347,0.055070001631975174,,27491
348,,0.04916394501924515,27499
348,,0.06996314227581024,27549
348,0.05392802134156227,,27570
349,,0.04487074166536331,27599
349,,0.13006800413131714,27649
349,0.05252759903669357,,27649
350,,0.06333701312541962,27699
350,0.05547572672367096,,27728
351,,0.04595806077122688,27749
351,,0.06118549406528473,27799
351,0.053544409573078156,,27807
352,,0.057123880833387375,27849
352,0.051816802471876144,,27886
353,,0.04617226868867874,27899
353,,0.05279044806957245,27949
353,0.05056863650679588,,27965
354,,0.047641947865486145,27999
354,0.05145765841007233,,28044
355,,0.0454288050532341,28049
355,,0.0594564750790596,28099
355,0.05075724795460701,,28123
356,,0.04118569195270538,28149
356,,0.07004137337207794,28199
356,0.04929724335670471,,28202
357,,0.05514262244105339,28249
357,0.04772840440273285,,28281
358,,0.042767126113176346,28299
358,,0.04674489051103592,28349
358,0.04725462198257446,,28360
359,,0.05287295952439308,28399
359,0.0490124486386776,,28439
360,,0.08124032616615295,28449
360,,0.08389025181531906,28499
360,0.08392341434955597,,28518
361,,0.057147640734910965,28549
361,0.06581033021211624,,28597
362,,0.0744411051273346,28599
362,,0.06456418335437775,28649
362,0.06359715759754181,,28676
363,,0.061185892671346664,28699
363,,0.05717143416404724,28749
363,0.059155743569135666,,28755
